44444444;100005;2024-12-28T15:59:28.397183900;transfer;30000.0;100006;true;3450.5
44444444;100006;2024-11-28T11:15:29.978974500;withdraw;500.0;0;false;150103.65
44444444;100006;2024-12-01T13:17:30.890081600;withdraw;2200.5;0;false;147903.15
44444444;100006;2025-01-01T09:17:51.689699900;transfer;6000.0;100001;false;141903.15
44444444;100006;2025-02-03T19:18:20.853971400;deposit;750.5;0;false;142653.65
44444444;100006;2025-03-09T19:18:36.942253400;deposit;1000.0;0;false;143653.65
44444444;100006;2025-04-10T13:16:51.358947200;deposit;150.25;0;false;143803.9
44444444;100006;2025-05-10T15:20:43.629390500;deposit;5000.0;0;false;148803.9
44444444;100006;2025-06-10T14:33:01.229914;withdraw;500.0;0;false;148303.9
44444444;100006;2025-07-10T20:33:08.374158800;withdraw;200.5;0;false;148103.4
44444444;100006;2025-08-01T22:33:19.720923600;withdraw;1000.0;0;false;147103.4
44444444;100006;2025-09-05T08:33:30.065586300;transfer;500.0;100005;true;146603.4
44444444;100006;2025-10-10T10:33:42.838807600;deposit;200.0;0;false;146803.4
44444444;100006;2025-10-22T13:33:53.694338400;deposit;2000.0;0;false;148803.4
44444444;100006;2025-11-01T13:34:02.397995100;deposit;500.5;0;false;149303.9
44444444;100006;2025-11-02T13:34:08.970949600;deposit;50.0;0;false;149353.9
44444444;100006;2025-11-03T15:34:20.400371300;transfer;150.0;100005;true;149203.9
44444444;100006;2025-12-01T13:34:38.613472400;transfer;120.0;100005;true;149083.9
44444444;100006;2025-12-02T13:34:53.758026800;deposit;750.0;0;false;149833.9
44444444;100006;2025-12-03T07:35:02.773974200;withdraw;2000.0;0;false;147833.9
44444444;100006;2025-12-04T13:35:11.166369400;withdraw;2500.0;0;false;145333.9
44444444;100006;2025-12-05T18:35:16.781791600;withdraw;450.0;0;false;144883.9
44444444;100006;2025-12-06T13:36:02.132422200;withdraw;10000.0;0;false;134883.9
44444444;100006;2025-12-07T14:16:43.091004500;withdraw;5000.0;0;false;129883.9
44444444;100006;2025-12-08T14:16:49.176741800;deposit;250.0;0;false;130133.9
44444444;100006;2025-12-09T14:17:08.621115200;transfer;450.0;100005;true;129683.9
44444444;100006;2025-12-10T14:20:25.833758100;transfer;5000.0;100002;false;124683.9
44444444;100006;2025-12-10T14:20:41.832791500;deposit;555.0;0;false;125238.9
44444444;100005;2025-12-10T16:27:40.605987100;withdraw;5000.0;0;false;-1584.5
44444444;100005;2025-12-10T16:28:04.608205200;withdraw;1000.0;0;false;-1719.5
44444444;100005;2025-12-10T16:30:40.901683800;deposit;500.0;0;false;-1219.5
44444444;100005;2025-12-10T16:33:38.712328;deposit;500.0;0;false;-719.5
44444444;100005;2025-12-10T16:33:56.124684900;deposit;1000.0;0;false;280.5
44444444;100005;2025-12-10T16:34:16.349875100;withdraw;1000.0;0;false;-754.5
44444444;100005;2025-12-10T16:36:37.854099400;deposit;1000.0;0;false;245.5
44444444;100005;2025-12-10T16:36:47.208845800;deposit;4.5;0;false;250.0
44444444;100005;2025-12-10T16:37:00.787344200;transfer;50.0;100006;true;200.0
44444444;100005;2025-12-10T16:41:57.111719500;withdraw;1000.0;0;false;-835.0
44444444;100006;2025-12-10T16:42:23.903362600;transfer;1000.0;100005;true;124288.9
44444444;100006;2025-12-10T18:41:51.760620200;deposit;5000.0;0;false;129288.9
44444444;100005;2025-12-10T18:45:20.041786800;deposit;500.0;0;false;665.0
